Title,Link,Price,Description,Images,Colors,Year,Transmission,Condition
TOYOTA PREMIO 2017,https://www.smartautos.co.ke/detail/TOYOTAPREMIO-19132.html,0.00,"CD Player, Central Locking, Air Conditioning, Power Steering, Power Windows, ABS, Air Bags, Electric Mirrors, Front Grill, Multi Function Steering Wheel, Xenon Headlights, Power Mirrors","https://www.smartautos.co.ke/images/CarPhotos/Large_56ae904f4fe69fb6ee6d3f2d43e91c27_10062024092553.png
https://www.smartautos.co.ke/images/CarPhotos/Large_94ff5af52f3ed630de2ce17f7a378a39_10062024092553.png
https://www.smartautos.co.ke/images/CarPhotos/Large_42bafd46369be8deae61d60124760b4f_10062024092553.png
https://www.smartautos.co.ke/images/CarPhotos/Large_8393b14db8029613a44ee98570259685_10062024092553.png
https://www.smartautos.co.ke/images/CarPhotos/Large_d7b8b947ed36825c5f4e689bb783eb1a_10062024092553.png
https://www.smartautos.co.ke/images/CarPhotos/Large_9c833129928b7407badb4ca5902c8bed_10062024092553.png
https://www.smartautos.co.ke/images/CarPhotos/Large_97913db6a21b1c0ef0ec7b468e5419d3_10062024092553.png
https://www.smartautos.co.ke/images/CarPhotos/Large_8593fbfc166c3e9069f63119da985c83_10062024092554.png",Bronze,2017,Auto,Foreign Used
TOYOTA LAND CRUISER PRADO. 2022,https://www.smartautos.co.ke/detail/TOYOTALAND CRUISER PRADO.-19133.html,0.00,"Cruise Control, Fog Lights, Rear Wiper, Leather Seats, CD Player, Sun Roof, Central Locking, Air Conditioning, Power Steering, Power Windows, Side Steps, Reverse Camera, Electric Seats, ABS, Reverse Parking Sensors, 7 Seater, Air Bags, Alloy Wheels, Electric Mirrors, Front Grill, Leather Interior, Multi Function Steering Wheel, Rear Spoiler, Xenon Headlights, Power Mirrors, Radar safety package","https://www.smartautos.co.ke/images/CarPhotos/Large_7d34fce0560056d9352c6076a9f398e5_10062024093108.png
https://www.smartautos.co.ke/images/CarPhotos/Large_9cff20155ca96325664e5b218f6886c5_10062024093109.png
https://www.smartautos.co.ke/images/CarPhotos/Large_83d4b05dc64c515a92c2b1bad4e5fcbe_10062024093109.png
https://www.smartautos.co.ke/images/CarPhotos/Large_4a7c20597b58698de45d4215d42a2526_10062024093109.png
https://www.smartautos.co.ke/images/CarPhotos/Large_324c5cca9f5cf5f3d2cd66b0e8bcd840_10062024093109.png
https://www.smartautos.co.ke/images/CarPhotos/Large_88c7cb0cd4292af57704190c5b2d9b5c_10062024093109.png
https://www.smartautos.co.ke/images/CarPhotos/Large_896fb05c366f105fc8bc9a9e858faffe_10062024093109.png
https://www.smartautos.co.ke/images/CarPhotos/Large_d057f1ae6d954a6dce1b068ce8b479a8_10062024093109.png",Pearl,2022,Auto,Foreign Used
SUBARU OUTBACK 2017,https://www.smartautos.co.ke/detail/SUBARUOUTBACK-19134.html,0.00,"Fog Lights, Rear Wiper, CD Player, Central Locking, Air Conditioning, Power Steering, Power Windows, ABS, Air Bags, Alloy Wheels, Electric Mirrors, Front Grill, Multi Function Steering Wheel, Rear Spoiler, Xenon Headlights, Power Mirrors","https://www.smartautos.co.ke/images/CarPhotos/Large_24c8599f75c381768775248043677fb9_10062024093631.png
https://www.smartautos.co.ke/images/CarPhotos/Large_158b6e8555f1cc8e124c3e19aa198038_10062024093632.png
https://www.smartautos.co.ke/images/CarPhotos/Large_ed5f3a23ccd6b9e88c5b04fa94ee2ed1_10062024093632.png
https://www.smartautos.co.ke/images/CarPhotos/Large_a7a0afead954fcaf072ce2072305e18a_10062024093632.png
https://www.smartautos.co.ke/images/CarPhotos/Large_bfa092c81b6443d7f0c96e13b11892d7_10062024093632.png
https://www.smartautos.co.ke/images/CarPhotos/Large_5e8a6d8fe9be64bdca1eda4d22d6ceda_10062024093632.png",Greyish Blue,2017,Auto,Foreign Used
TOYOTA VITZ 2018,https://www.smartautos.co.ke/detail/TOYOTAVITZ-19136.html,0.00,"Rear Wiper, CD Player, Central Locking, Air Conditioning, Power Steering, Power Windows, ABS, Air Bags, Electric Mirrors, Front Grill, Xenon Headlights, Power Mirrors","https://www.smartautos.co.ke/images/CarPhotos/Large_1936fd96477a7a57540c412febc3ef9e_10062024023541.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_39852e0e1d89681c71c43c73d78f6534_10062024023541.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_5f5773f1dda55bde61d623c2c03fe785_10062024023541.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_7a7292f9ecd79ba1582b39617a3aa9a4_10062024023542.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_a67e1e31501318a729f8ede05a5a145f_10062024023542.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_cd25c924409cfa17725b3a93a61d46de_10062024023542.jpg",Black,2018,Auto,Foreign Used
NISSAN NOTE 2017,https://www.smartautos.co.ke/detail/NISSANNOTE-19137.html,0.00,"Rear Wiper, CD Player, Central Locking, Air Conditioning, Power Steering, Power Windows, ABS, Air Bags, Electric Mirrors, Front Grill, Xenon Headlights, Power Mirrors","https://www.smartautos.co.ke/images/CarPhotos/Large_2261a36ef2106d3e55a9ac79af8fea3e_11062024110335.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_c42199bbd3ee7cba4998365992b80f98_11062024110335.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_89928fdcce027477deeb651ce8f68b0f_11062024110335.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_82f55846dc62e514c80777ec28d6bff6_11062024110335.jpg",White,2017,Auto,Foreign Used
MAZDA CX-5 2017,https://www.smartautos.co.ke/detail/MAZDACX-5-19138.html,0.00,"Rear Wiper, CD Player, Central Locking, Air Conditioning, Power Steering, Power Windows, Reverse Camera, ABS, Air Bags, Alloy Wheels, Electric Mirrors, Front Grill, Multi Function Steering Wheel, Rear Spoiler, Xenon Headlights, Power Mirrors","https://www.smartautos.co.ke/images/CarPhotos/Large_7e463ad4c269c6b64cad6efb75b48ed2_11062024031758.JPG
https://www.smartautos.co.ke/images/CarPhotos/Large_fd73505f0067c14f8416e42386a5f012_11062024111100.JPG
https://www.smartautos.co.ke/images/CarPhotos/Large_b1c694e94881dfd2f6c443ada2ec3001_11062024031759.JPG
https://www.smartautos.co.ke/images/CarPhotos/Large_266b7948a56ad39ca53817b4086dfe4c_11062024031758.JPG
https://www.smartautos.co.ke/images/CarPhotos/Large_b019bbf29d6982804ca52559423dceac_11062024031758.JPG
https://www.smartautos.co.ke/images/CarPhotos/Large_c4d9224e9ecb14d9c246785e8f061b04_11062024111024.JPG
https://www.smartautos.co.ke/images/CarPhotos/Large_35089d4107c260968b3366c88b6371bd_11062024031758.JPG
https://www.smartautos.co.ke/images/CarPhotos/Large_0fd9f9a80d41bb9e6a435ab29b0550e4_11062024031758.JPG
https://www.smartautos.co.ke/images/CarPhotos/Large_079a593cd9a726ef7dbcc0bb0fd518eb_11062024111024.JPG
https://www.smartautos.co.ke/images/CarPhotos/Large_4fac1afc4af5cc857f83812bcf9219e1_11062024111024.JPG
https://www.smartautos.co.ke/images/CarPhotos/Large_782b9b7fbc0f319b9e3da178c7ea31c4_11062024111024.JPG
https://www.smartautos.co.ke/images/CarPhotos/Large_8d6346485473c4780e35dce44b511fde_11062024111025.JPG
https://www.smartautos.co.ke/images/CarPhotos/Large_f042c5b1961fdf0acbe13f16ce06d011_11062024111025.JPG",Grey,2017,Auto,Foreign Used
TOYOTA PROBOX 2017,https://www.smartautos.co.ke/detail/TOYOTAPROBOX-19139.html,0.00,"Air Conditioning, Power Steering","https://www.smartautos.co.ke/images/CarPhotos/Large_6445683bd979e760bf50060aa3827eb5_11062024042105.png
https://www.smartautos.co.ke/images/CarPhotos/Large_c1362e618a8089e17bbcc2218091888c_11062024042105.png
https://www.smartautos.co.ke/images/CarPhotos/Large_508479b695d5d7adea1be744618844c9_11062024042105.png
https://www.smartautos.co.ke/images/CarPhotos/Large_5f84d419441e72ab36887c5b10c74225_11062024042105.png
https://www.smartautos.co.ke/images/CarPhotos/Large_220e3136511662ccc17258a5e2c025cc_11062024042106.png",White,2017,Auto,Foreign Used
TOYOTA PROBOX 2017,https://www.smartautos.co.ke/detail/TOYOTAPROBOX-19140.html,0.00,"Air Conditioning, Power Steering","https://www.smartautos.co.ke/images/CarPhotos/Large_94791bd6d503722c3812c25740b1d648_11062024042316.png
https://www.smartautos.co.ke/images/CarPhotos/Large_527524212ab39bf0f0637b975ec4fa0b_11062024042316.png
https://www.smartautos.co.ke/images/CarPhotos/Large_5fa1142beefdd4cae41630d91e76e7af_11062024042316.png
https://www.smartautos.co.ke/images/CarPhotos/Large_6e613f9e7425c1ca27abbce425058513_11062024042316.png
https://www.smartautos.co.ke/images/CarPhotos/Large_5f4ed5b46adac9a2a831b07f82fb91a2_11062024042316.png",White,2017,Auto,Foreign Used
TOYOTA LAND CRUISER PRADO. 2022,https://www.smartautos.co.ke/detail/TOYOTALAND CRUISER PRADO.-19141.html,0.00,"Cruise Control, Fog Lights, Rear Wiper, Leather Seats, CD Player, Sun Roof, Central Locking, Air Conditioning, Power Steering, Power Windows, Side Steps, Reverse Camera, Electric Seats, ABS, Reverse Parking Sensors, 7 Seater, Air Bags, Alloy Wheels, Electric Mirrors, Front Grill, Leather Interior, Multi Function Steering Wheel, Rear Spoiler, Xenon Headlights, Power Mirrors, Radar safety package","https://www.smartautos.co.ke/images/CarPhotos/Large_2f5d9ad4efcfdb19bd904e418cd99a78_12062024111142.png
https://www.smartautos.co.ke/images/CarPhotos/Large_ffeb98c4563ea1ba465492bd06ef5adc_12062024111143.png
https://www.smartautos.co.ke/images/CarPhotos/Large_3802a5eace2dcf6e8595a7871f766328_18062024033446.JPG
https://www.smartautos.co.ke/images/CarPhotos/Large_14985986751938b9ca7af5a55046acb8_18062024033446.JPG
https://www.smartautos.co.ke/images/CarPhotos/Large_197659de8c28f1d527cb5b7882531898_18062024033446.JPG
https://www.smartautos.co.ke/images/CarPhotos/Large_47de35533f09c0b07858af2c90d2fb22_18062024033446.JPG
https://www.smartautos.co.ke/images/CarPhotos/Large_f5ae7e20d661ad870e33a3bf1057d4a9_18062024033446.JPG
https://www.smartautos.co.ke/images/CarPhotos/Large_2854a4bfbbf3cc9b7b5ddcce0a04e79f_18062024033446.JPG
https://www.smartautos.co.ke/images/CarPhotos/Large_d21fd0f440474d15fa2d9000040f2172_18062024033446.JPG
https://www.smartautos.co.ke/images/CarPhotos/Large_4d3d9d725529ecffdc6379816a0df832_18062024033446.JPG
https://www.smartautos.co.ke/images/CarPhotos/Large_d83dce937051d509a4b69878dce476d1_12062024111143.png
https://www.smartautos.co.ke/images/CarPhotos/Large_28378e703eaf8c28e0fb8ff292b26030_12062024111143.png
https://www.smartautos.co.ke/images/CarPhotos/Large_56382d47f0e16d8f7f93460786937d16_12062024111143.png
https://www.smartautos.co.ke/images/CarPhotos/Large_74cb8b983d28750914c786a0a762c0f0_12062024111143.png
https://www.smartautos.co.ke/images/CarPhotos/Large_907d45fb05645a6b4051a25e88681e1e_12062024111143.png
https://www.smartautos.co.ke/images/CarPhotos/Large_db07758dfe1992000b39b6fb0d6e1375_12062024111143.png
https://www.smartautos.co.ke/images/CarPhotos/Large_e70953781884b74eb54f436dfb839837_12062024111142.png",Pearl,2022,Auto,Foreign Used
MERCEDES GLC43 2019,https://www.smartautos.co.ke/detail/MERCEDESGLC43-19142.html,0.00,"Cruise Control, Power Lock, Fog Lights, Rear Wiper, Leather Seats, CD Player, Central Locking, Air Conditioning, Power Steering, Power Windows, Side Steps, Reverse Camera, Electric Seats, ABS, Reverse Parking Sensors, Air Bags, Alloy Wheels, Electric Mirrors, Front Grill, Leather Interior, Multi Function Steering Wheel, Rear Spoiler, Xenon Headlights, Sliding Panoramic roof, Power Mirrors, Radar safety package, Blind spot monitor, Around view monitor, Burmester sound","https://www.smartautos.co.ke/images/CarPhotos/Large_f80e1c4fa20c596ff4a68fe7284fdf5e_12062024111739.png
https://www.smartautos.co.ke/images/CarPhotos/Large_f9d81b62f2fcc24d7d00022e6ebe3f1e_18062024041132.JPG
https://www.smartautos.co.ke/images/CarPhotos/Large_9dfd108c20fe0daada89484f20462d29_18062024041132.JPG
https://www.smartautos.co.ke/images/CarPhotos/Large_219b7102be99c06c5beb3e948a2542fe_18062024041131.JPG
https://www.smartautos.co.ke/images/CarPhotos/Large_48479fa7b4e339d5755072e63ace7610_18062024041131.JPG
https://www.smartautos.co.ke/images/CarPhotos/Large_0eaec78700433440701fff946c83c151_18062024041131.JPG
https://www.smartautos.co.ke/images/CarPhotos/Large_ba425a9e1cbd9b1df4004dea154dc8a9_18062024041131.JPG
https://www.smartautos.co.ke/images/CarPhotos/Large_7a7e28579ed965c7c5e082999d527822_12062024111740.png
https://www.smartautos.co.ke/images/CarPhotos/Large_2a90bb3df3f7b39078234e21d03c6441_12062024111740.png
https://www.smartautos.co.ke/images/CarPhotos/Large_38826d2ee9e5be97d1bb11bc30d93c90_12062024111740.png
https://www.smartautos.co.ke/images/CarPhotos/Large_713723943042cd37edeaa25b99a82cf4_12062024111740.png
https://www.smartautos.co.ke/images/CarPhotos/Large_d6caa5e1ad23b1a13aec12880e8ff80f_12062024111740.png
https://www.smartautos.co.ke/images/CarPhotos/Large_f92ddef8323fcb1fad4686074ce92d09_18062024041132.JPG
https://www.smartautos.co.ke/images/CarPhotos/Large_9ed4d6d729cb12be9eb6d060f6f4c8e2_18062024041132.JPG
https://www.smartautos.co.ke/images/CarPhotos/Large_8530b6037daebaeaf176a43fe16b2122_18062024041132.JPG",Black,2019,Auto,Foreign Used
TOYOTA PROBOX 2019,https://www.smartautos.co.ke/detail/TOYOTAPROBOX-19143.html,0.00,"Air Conditioning, Power Steering","https://www.smartautos.co.ke/images/CarPhotos/Large_1e7a4612a295715b311bf618db742531_12062024111856.png
https://www.smartautos.co.ke/images/CarPhotos/Large_aca88020fa93aa24366fc60e8e23b015_12062024111856.png
https://www.smartautos.co.ke/images/CarPhotos/Large_76cdd058664302e81c679435c22538dc_12062024111857.png
https://www.smartautos.co.ke/images/CarPhotos/Large_391c77ef6614e16015d9afc011dd6c33_12062024111857.png
https://www.smartautos.co.ke/images/CarPhotos/Large_91d24eda1143d5fc933917adf92dbcb3_12062024111857.png",White,2019,Auto,Foreign Used
MERCEDES GLC 220d 2017,https://www.smartautos.co.ke/detail/MERCEDESGLC 220d-19144.html,0.00,"Cruise Control, Power Lock, Fog Lights, Rear Wiper, Leather Seats, CD Player, Sun Roof, Central Locking, Air Conditioning, Power Steering, Power Windows, Reverse Camera, Electric Seats, ABS, Reverse Parking Sensors, Air Bags, Alloy Wheels, Electric Mirrors, Front Grill, Leather Interior, Multi Function Steering Wheel, Rear Spoiler, Xenon Headlights, Power Mirrors, Around view monitor, Burmester sound","https://www.smartautos.co.ke/images/CarPhotos/Large_bddd1ee013dd30689e7668d782f3448e_12062024112824.png
https://www.smartautos.co.ke/images/CarPhotos/Large_012831dcc49af4c53d2eaecc7d25e56b_24062024123648.JPG
https://www.smartautos.co.ke/images/CarPhotos/Large_cfe9b30e6cc1c4969adf4e1ff0779e58_24062024123649.JPG
https://www.smartautos.co.ke/images/CarPhotos/Large_e4a31745bcb7712e6bda6167fd5a2d6a_24062024123649.JPG
https://www.smartautos.co.ke/images/CarPhotos/Large_443a81cbdd0292c6fb9ee04f834a70d6_24062024123648.JPG
https://www.smartautos.co.ke/images/CarPhotos/Large_bc90ed9f12861705bbcf32feaafc1ebc_24062024123648.JPG
https://www.smartautos.co.ke/images/CarPhotos/Large_9b88f5fee4c16cb698ce76f588cc988b_24062024123648.JPG
https://www.smartautos.co.ke/images/CarPhotos/Large_10f98704affc5e5c932d9448e900ecc1_24062024123648.JPG
https://www.smartautos.co.ke/images/CarPhotos/Large_490c2ae800cb5b414c0c8efdce85b5cb_24062024123648.JPG
https://www.smartautos.co.ke/images/CarPhotos/Large_7d4a544e31598268eccdf91531107977_24062024123648.JPG
https://www.smartautos.co.ke/images/CarPhotos/Large_0c2a7574d8fc5faf4338f2acc8074067_24062024123648.JPG
https://www.smartautos.co.ke/images/CarPhotos/Large_171030705b07dcce35596a52dfb3c001_24062024123648.JPG
https://www.smartautos.co.ke/images/CarPhotos/Large_8831ebc8151782dc857fe732ce153ee6_12062024112825.png
https://www.smartautos.co.ke/images/CarPhotos/Large_1aba6a8da2c108aefea35d3e5cd8e17a_12062024112825.png
https://www.smartautos.co.ke/images/CarPhotos/Large_0cc2f776c87deb61bb041a0a2a6bb129_12062024112825.png
https://www.smartautos.co.ke/images/CarPhotos/Large_be6bcb8e3f7a7951c247fcd6b2dda39a_12062024112825.png
https://www.smartautos.co.ke/images/CarPhotos/Large_d6e7c225e79b4a93d3e362a9d7b36733_12062024112825.png",Silver,2017,Auto,Foreign Used
MERCEDES GLC43 2017,https://www.smartautos.co.ke/detail/MERCEDESGLC43-19145.html,0.00,"Cruise Control, Power Lock, Rear Wiper, Leather Seats, CD Player, Sun Roof, Central Locking, Air Conditioning, Power Steering, Power Windows, Side Steps, Reverse Camera, Electric Seats, ABS, Reverse Parking Sensors, Air Bags, Alloy Wheels, Electric Mirrors, Front Grill, Leather Interior, Multi Function Steering Wheel, Rear Spoiler, Xenon Headlights, Power Mirrors, Around view monitor","https://www.smartautos.co.ke/images/CarPhotos/Large_84b63f7d2ee05f7353761d675b6a2545_12062024113216.png
https://www.smartautos.co.ke/images/CarPhotos/Large_0cfb20b257f85118b02e33846efea15a_18062024041803.JPG
https://www.smartautos.co.ke/images/CarPhotos/Large_dcbcc1f01b61c2cb37ffb11385598670_18062024041804.JPG
https://www.smartautos.co.ke/images/CarPhotos/Large_b342a8bab26e54da2e9e3e937d311364_18062024041804.JPG
https://www.smartautos.co.ke/images/CarPhotos/Large_736eb683e010513a69b3ea1aa0e8271d_18062024041803.JPG
https://www.smartautos.co.ke/images/CarPhotos/Large_29aee76a2ea2f5fca06f5a5e24a9fde2_18062024041803.JPG
https://www.smartautos.co.ke/images/CarPhotos/Large_11e061063a60ecd556f21683f8c26579_18062024041803.JPG
https://www.smartautos.co.ke/images/CarPhotos/Large_f344de864071aa52187a2125c1719669_18062024041803.JPG
https://www.smartautos.co.ke/images/CarPhotos/Large_8c0200e7ccc5c25c4ca0034816b7f5ff_18062024041803.JPG
https://www.smartautos.co.ke/images/CarPhotos/Large_e3ca9642c44c584efa1ee2eef9cbd33d_18062024041803.JPG
https://www.smartautos.co.ke/images/CarPhotos/Large_3dae1bddb3a2f471b4bb482e19a9fa50_18062024041803.JPG
https://www.smartautos.co.ke/images/CarPhotos/Large_46e5666f913e8e693c0d049853629298_18062024041803.JPG
https://www.smartautos.co.ke/images/CarPhotos/Large_88e5a99cd918895b13879f9138e040be_12062024113216.png
https://www.smartautos.co.ke/images/CarPhotos/Large_b9846e4bb54636108058288706f9ca3b_12062024113216.png
https://www.smartautos.co.ke/images/CarPhotos/Large_979a449a85a22a5df9d521bc2c5e8160_12062024113216.png
https://www.smartautos.co.ke/images/CarPhotos/Large_9af5b305a36bcc5570cf2956e6a7ea59_12062024113216.png
https://www.smartautos.co.ke/images/CarPhotos/Large_241cc6c103e166ff8424c483ce4e6ca9_12062024113216.png",Silver,2017,Auto,Foreign Used
NISSAN VANETTE 2017,https://www.smartautos.co.ke/detail/NISSANVANETTE-19146.html,0.00,"Air Conditioning, Power Steering","https://www.smartautos.co.ke/images/CarPhotos/Large_7198b04024999eca3ad7a04010bc8e54_12062024120846.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_68a6d2e23cd43c2d372e99c1e578de1b_12062024120846.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_80a5b80fde997f7e4c800b6ab0e9c6f9_12062024120846.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_71ef390ee5178935e9f434de0e1822ed_12062024120847.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_e332f5992ffcf92cb18dc03079826d0d_12062024120847.jpg",White,2017,Auto,Foreign Used
TOYOTA PROBOX 2017,https://www.smartautos.co.ke/detail/TOYOTAPROBOX-19147.html,0.00,"Air Conditioning, Power Steering","https://www.smartautos.co.ke/images/CarPhotos/Large_cdf67e7feb3352bd14ff57c24b657e5f_12062024121028.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_354beff9a9cfa45cfd993c8bb3c9112c_12062024121028.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_d870c7dc1ee712eaefb9ce14e7b625d9_12062024121028.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_ba72ff12eba2f225ac05645e0316762b_12062024121028.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_fe8f0718ad080b41bcd6a58e3f286158_12062024121028.jpg",White,2017,Auto,Foreign Used
TOYOTA PROBOX 2017,https://www.smartautos.co.ke/detail/TOYOTAPROBOX-19148.html,0.00,"Air Conditioning, Power Steering","https://www.smartautos.co.ke/images/CarPhotos/Large_1114d14e112d71ddaa44f21d9f7ee8d2_12062024121107.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_b01130bae6692a733e6571332243008e_12062024121107.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_2f06749da90f7627e65337e763b4ec37_12062024121107.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_2e92c8b60df4a2bdca39dec740c352e1_12062024121107.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_6899c73697cc12407de093201580a705_12062024121107.jpg",White,2017,Auto,Foreign Used
MAZDA DEMIO 2018,https://www.smartautos.co.ke/detail/MAZDADEMIO-19149.html,0.00,"CD Player, Central Locking, Air Conditioning, Power Steering, Power Windows, ABS, Air Bags, Electric Mirrors, Front Grill, Power Mirrors","https://www.smartautos.co.ke/images/CarPhotos/Large_3d3c980a7ff0daa467c575474cca8902_12062024121231.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_357e5e0cfa244c19e699125a49df06aa_12062024121231.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_f3638d8a35e408318fd3e37fc97b30c6_12062024121231.jpg",Pearl,2018,Auto,Foreign Used
MAZDA DEMIO 2018,https://www.smartautos.co.ke/detail/MAZDADEMIO-19150.html,0.00,"CD Player, Central Locking, Air Conditioning, Power Steering, Power Windows, ABS, Air Bags, Electric Mirrors, Front Grill, Power Mirrors","https://www.smartautos.co.ke/images/CarPhotos/Large_f1e997cce6407c6fc8bbde74386c72ce_12062024122215.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_c4a97f8d8875ae2c175dce34901a176e_12062024122216.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_0c5e30fe18e0158fd6daeafd10958bd1_12062024122216.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_bc965cf546dbd76cc6c36a0efd5ebf29_12062024122216.jpg",Pearl,2018,Auto,Foreign Used
TOYOTA PROBOX 2019,https://www.smartautos.co.ke/detail/TOYOTAPROBOX-19151.html,0.00,"Air Conditioning, Power Steering","https://www.smartautos.co.ke/images/CarPhotos/Large_4e091969a9a11c4728b6854eb64a3198_12062024122438.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_e223f1ec178f46429651b808059c5a36_12062024122438.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_befc8b770a20dfb1cb70aebe92350ba5_12062024122438.jpg",Silver,2019,Auto,Foreign Used
SUBARU OUTBACK 2017,https://www.smartautos.co.ke/detail/SUBARUOUTBACK-19152.html,0.00,"Cruise Control, Fog Lights, Rear Wiper, Leather Seats, CD Player, Central Locking, Air Conditioning, Power Steering, Power Windows, Reverse Camera, Electric Seats, ABS, Reverse Parking Sensors, Air Bags, Alloy Wheels, Electric Mirrors, Front Grill, Leather Interior, Multi Function Steering Wheel, Rear Spoiler, Xenon Headlights, Power Mirrors","https://www.smartautos.co.ke/images/CarPhotos/Large_7f458a5ec6039d3c73276e6a54c943cb_28062024115213.JPG
https://www.smartautos.co.ke/images/CarPhotos/Large_b0f2408a13d820ee15ee77f8a22667e8_28062024115240.JPG
https://www.smartautos.co.ke/images/CarPhotos/Large_db7fdb42c2bcd5490f2fa891724ae481_28062024115240.JPG
https://www.smartautos.co.ke/images/CarPhotos/Large_df8a467923e91853734c285fbdc9e988_28062024115239.JPG
https://www.smartautos.co.ke/images/CarPhotos/Large_e0c9d34a16f8dbeff73cd402a63c4372_13062024082426.png
https://www.smartautos.co.ke/images/CarPhotos/Large_235527ca5d4bcb70ee2c7da4b02e437f_13062024082426.png
https://www.smartautos.co.ke/images/CarPhotos/Large_4787c837786fe3755350b601fa61e6b5_13062024082426.png
https://www.smartautos.co.ke/images/CarPhotos/Large_c118b17b5a410c92b34adbab55ecef7e_13062024082426.png
https://www.smartautos.co.ke/images/CarPhotos/Large_dd2e40cc31abe71c5689856231aaa34d_13062024082426.png
https://www.smartautos.co.ke/images/CarPhotos/Large_d6a8019225552378a89fccdd6f2a3002_28062024115240.JPG
https://www.smartautos.co.ke/images/CarPhotos/Large_f2e78731799b1899a1095382d8243f6b_28062024115240.JPG
https://www.smartautos.co.ke/images/CarPhotos/Large_522a2cc043134264f05c8a77ada493e0_28062024115240.JPG
https://www.smartautos.co.ke/images/CarPhotos/Large_f6ff45022c6e6b667d6684616a2aaa36_28062024115240.JPG",Gold,2017,Auto,Foreign Used
TOYOTA PROBOX 2019,https://www.smartautos.co.ke/detail/TOYOTAPROBOX-19153.html,0.00,"Air Conditioning, Power Steering","https://www.smartautos.co.ke/images/CarPhotos/Large_f22a7ab0afcfb7c7502a6487f01273a1_13062024082644.png
https://www.smartautos.co.ke/images/CarPhotos/Large_967fe205227450b7aa1d26b787d8e729_13062024082645.png
https://www.smartautos.co.ke/images/CarPhotos/Large_f081f6f0387bfc9895b7910f161baff6_13062024082645.png
https://www.smartautos.co.ke/images/CarPhotos/Large_0bdc1603c8dee63f37c1638c6d67a8fd_13062024082645.png
https://www.smartautos.co.ke/images/CarPhotos/Large_a43dee8d43f1349f625d97f2ec923009_13062024082645.png",White,2019,Auto,Foreign Used
