Title,Link,Price,Description,Images,Colors,Year,Transmission,Condition
TOYOTA FIELDER HYBRID 2016,https://www.smartautos.co.ke/detail/TOYOTAFIELDER HYBRID-18424.html,1900000.00,"Rear Wiper, CD Player, Central Locking, Air Conditioning, Power Steering, Power Windows, ABS, Air Bags, Electric Mirrors, Front Grill, Power Mirrors","https://www.smartautos.co.ke/images/CarPhotos/Large_219b625cdf945c9f02525acf37b75635_10112023112130.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_ec4c52179c09d089bf36df919393ed7a_10112023112130.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_04046fc89318a30e0bd56375e1fd926c_10112023112130.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_9026850a6ae23ad94cf594c3b61555c5_10112023112130.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_95d30ff5f06e8ba5eb8e8a5450130bf0_10112023112131.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_66ece00a9f79f8e2b96787ee1cb9a8b5_10112023112131.jpg",Pearl,2016,Auto,Foreign Used
TOYOTA AQUA HYBRID 2016,https://www.smartautos.co.ke/detail/TOYOTAAQUA HYBRID-18425.html,1600000.00,"Rear Wiper, CD Player, Central Locking, Air Conditioning, Power Steering, Power Windows, ABS, Air Bags, Electric Mirrors, Front Grill, Power Mirrors","https://www.smartautos.co.ke/images/CarPhotos/Large_b76741dbd59239a93f998564ad202370_10112023112235.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_79a7e21b94aec65d3e2db2c5dd3ccc84_10112023112235.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_dfd434f03eb49a34828947f1d655e8cd_10112023112236.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_3609bdb32a60002ce4cb21e9e1f1dc80_04022024115925.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_cbb157cb126ca30f5f5a042ab6b33fb4_04022024115925.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_4e3c04b919983933a7de5700f03b0d92_04022024115925.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_4a1f756e92f2162fdde7b100223c535e_04022024115925.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_2b68b466df6739e71440677ac03a0e60_04022024115925.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_035ec2ce59abe9b74fa1d9b438e903d6_04022024115925.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_9ef148e3a8b1d751ead3479c2007eccf_04022024115925.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_d7efdd9090e420c4a8fe7558a9bc7dff_04022024115925.jpg",Black,2016,Auto,Foreign Used
TOYOTA FIELDER HYBRID 2016,https://www.smartautos.co.ke/detail/TOYOTAFIELDER HYBRID-18429.html,1900000.00,"Rear Wiper, CD Player, Central Locking, Air Conditioning, Power Steering, Power Windows, ABS, Air Bags, Electric Mirrors, Front Grill, Power Mirrors","https://www.smartautos.co.ke/images/CarPhotos/Large_8adf77f8c2eca7d472ccdefd0e9d8226_10112023112752.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_2a5a0108a982704155a3c77970bb6581_10112023112753.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_c753a0a3768e956d703eddbd20c1be47_10112023112753.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_b156c244625dd5189886b9aa545e6ead_10112023112753.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_585569b8bba6855f7fdc5751782573fb_10112023112753.jpg",Silver,2016,Auto,Foreign Used
NISSAN CARAVAN 2016,https://www.smartautos.co.ke/detail/NISSANCARAVAN-18431.html,2800000.00,"Air Conditioning, Power Steering","https://www.smartautos.co.ke/images/CarPhotos/Large_bcaed1ef0dfe807ce57d5418cea4fd68_10112023115015.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_22282e034c63b50f5a738eaf9c18d0d1_10112023115015.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_a734d8070e9a9da1c1d24f265806f8ea_10112023115015.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_df2ef82822e7f0c74cccf11c113f2051_10112023115015.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_7e622a292dff0f0089d6bc9cfc8cf105_10112023115015.jpg",White,2016,Auto,Foreign Used
MAZDA DEMIO 2016,https://www.smartautos.co.ke/detail/MAZDADEMIO-18432.html,1400000.00,"Fog Lights, Rear Wiper, CD Player, Central Locking, Air Conditioning, Power Steering, Power Windows, ABS, Air Bags, Alloy Wheels, Electric Mirrors, Front Grill, Rear Spoiler, Xenon Headlights, Power Mirrors","https://www.smartautos.co.ke/images/CarPhotos/Large_0f5959b0ae06c3f96e78baf55d05bbe8_10112023115202.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_c4799a60458fd824d2fc50d220ff9b27_10112023115202.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_fc3f858faec200aa48f3816f06c66f09_10112023115202.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_ab1bfbc831acb0c3545ccb281f504c8a_10112023115202.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_6dacc4c5bd051b1afed21127a5837e47_10112023115202.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_9163838bc3dfc087b2f2f4e52dfc653f_10112023115202.jpg",Wine Red,2016,Auto,Foreign Used
TOYOTA LAND CRUISER PRADO. 2018,https://www.smartautos.co.ke/detail/TOYOTALAND CRUISER PRADO.-18438.html,7600000.00,"Fog Lights, Rear Wiper, Leather Seats, CD Player, Sun Roof, Central Locking, Air Conditioning, Power Steering, Power Windows, Side Steps, Reverse Camera, Electric Seats, ABS, Reverse Parking Sensors, Air Bags, Alloy Wheels, Electric Mirrors, Front Grill, Leather Interior, Rear Spoiler, Xenon Headlights, Power Mirrors","https://www.smartautos.co.ke/images/CarPhotos/Large_590450dc3abd10828874c432b8d60e59_11112023012612.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_471b4ec23b83a12d597083286bd54010_11112023012612.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_397674528e4decc6afe6a0e93c66fe9d_11112023012612.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_9e01c947918cee15a2e99c293ef8ae00_11112023012612.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_ec28b60009ac95f46063bc72514f3489_11112023012612.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_6c3eb718e37e5ae84cfddf7278d7a35a_11112023012612.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_6ed3cc5befa19d23f1ec5aceb2293af5_11112023012613.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_5d497ad1a361a1557f83aaa58cf6adba_26022024122159.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_d74a7a48eb15c7e76b9db0e4c5108058_26022024122159.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_6d13e79f873cf994ba83f79cfbcd5097_26022024122159.jpg",Pearl,2018,Auto,Foreign Used
TOYOTA ISIS 2016,https://www.smartautos.co.ke/detail/TOYOTAISIS-18442.html,1800000.00,"Rear Wiper, CD Player, Central Locking, Air Conditioning, Power Steering, Power Windows, ABS, 7 Seater, Air Bags, Electric Mirrors, Front Grill, Power Mirrors","https://www.smartautos.co.ke/images/CarPhotos/Large_3097567c01f55a004b158e203a28c570_15112023080359.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_a14aa0e0796aa42d125dbc35ffcee45d_15112023080359.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_1f843da4c48d529679d690ac5a477a7e_15112023080359.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_59ad4a32351b5e1852f8a4626d1cb915_04022024115458.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_d58d2cd8588572dc23bd104b71a75ca4_04022024115458.jpg",Silver,2016,Auto,Foreign Used
TOYOTA LAND CRUISER PRADO. 2018,https://www.smartautos.co.ke/detail/TOYOTALAND CRUISER PRADO.-18451.html,6900000.00,"Fog Lights, Rear Wiper, Leather Seats, CD Player, Central Locking, Air Conditioning, Power Steering, Power Windows, Side Steps, Electric Seats, ABS, 7 Seater, Air Bags, Alloy Wheels, Electric Mirrors, Front Grill, Leather Interior, Rear Spoiler, Xenon Headlights, Power Mirrors","https://www.smartautos.co.ke/images/CarPhotos/Large_5a1ef8e613737f5be20743c331976f15_16112023014534.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_8e474441d980138219d0489e073f396e_16112023014534.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_9d95dd4ff73e1d696f09e876db05aa70_16112023014534.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_5de8c875b421617ebe2afbfe3be579a5_16112023014535.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_500174cfbf40704dd6323a73572eb23d_16112023014535.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_dd5a3e8a31593a7cc02c506851826d6b_16112023014535.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_4802e91e9fd16dcd3c1e258073cb6ed8_16112023014535.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_6748549266aa7e5ae2c77c229f3fb97a_16112023014535.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_acc9ed98330c25444ca929ff482b3ec5_16112023014535.jpg",Bronze,2018,Auto,Foreign Used
TOYOTA PROBOX 2018,https://www.smartautos.co.ke/detail/TOYOTAPROBOX-18454.html,1300000.00,"Air Conditioning, Power Steering","https://www.smartautos.co.ke/images/CarPhotos/Large_750cb35cfa1bbb38f34337be73ab3cb9_16112023014858.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_9d18f009b461c40d7de7d75d5cc2f7c2_16112023014858.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_dc6fdb13b4d41c9681fc891d76fb07ce_16112023014858.jpg",White,2018,Auto,Foreign Used
TOYOTA LAND CRUISER PRADO. 2017,https://www.smartautos.co.ke/detail/TOYOTALAND CRUISER PRADO.-18456.html,6900000.00,"Fog Lights, Rear Wiper, Leather Seats, CD Player, Central Locking, Air Conditioning, Power Steering, Power Windows, Side Steps, Electric Seats, ABS, 7 Seater, Air Bags, Alloy Wheels, Electric Mirrors, Front Grill, Leather Interior, Rear Spoiler, Xenon Headlights, Power Mirrors","https://www.smartautos.co.ke/images/CarPhotos/Large_74782848eb6a2d30e4c8ee3a89c70ce0_17112023080614.png
https://www.smartautos.co.ke/images/CarPhotos/Large_91c4013bd53adf728f5451a0ad5ee995_17112023080614.png
https://www.smartautos.co.ke/images/CarPhotos/Large_c0f284ae3b34fa539c5444001da546c4_17112023080614.png
https://www.smartautos.co.ke/images/CarPhotos/Large_d0fa30b8c8c81183c98c7f55a578e966_17112023080614.png
https://www.smartautos.co.ke/images/CarPhotos/Large_e58d374aeb2a77e8ed898dc7b3eee711_17112023080614.png
https://www.smartautos.co.ke/images/CarPhotos/Large_291848056b354807fecae6328918c02f_17112023080615.png",Black,2017,Auto,Foreign Used
LEXUS RX200T 2017,https://www.smartautos.co.ke/detail/LEXUSRX200T-18458.html,5800000.00,"Fog Lights, Rear Wiper, Leather Seats, CD Player, Central Locking, Air Conditioning, Power Steering, Power Windows, Electric Seats, ABS, Air Bags, Alloy Wheels, Electric Mirrors, Front Grill, Leather Interior, Rear Spoiler, Xenon Headlights, Power Mirrors","https://www.smartautos.co.ke/images/CarPhotos/Large_4c43efd29506ad68078978ffa923a75f_17112023084734.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_af92aa12d9af9371b826b5942288994f_17112023084734.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_668fe37c54fca5809726a7f79708f4d7_17112023084735.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_931fe01e2b139ac2365d0985fda4d991_17112023084735.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_c5d3f2f9e18621ef9a7a6f9d8e97b66e_17112023084735.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_ad60ceffbc38400e10ac3879ef2810cb_17112023084735.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_8a046601b270027a71994d4890e1cceb_26022024121756.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_08d7efb482391b07e349cd83ea46c96b_26022024121756.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_3badadfc10acb578926e6c283afbc170_26022024121756.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_a8deab9025579251f06a721db87e19e3_26022024121756.jpg",Black,2017,Auto,Foreign Used
MAZDA CX-5 2016,https://www.smartautos.co.ke/detail/MAZDACX-5-18460.html,2600000.00,"Fog Lights, Rear Wiper, CD Player, Central Locking, Air Conditioning, Power Steering, Power Windows, ABS, Air Bags, Alloy Wheels, Electric Mirrors, Front Grill, Rear Spoiler, Xenon Headlights, Power Mirrors","https://www.smartautos.co.ke/images/CarPhotos/Large_fc5bcc0938c26b6dbc18e87609611b49_17112023090456.png
https://www.smartautos.co.ke/images/CarPhotos/Large_e2a05009a5a408b01faa184c93a3c32e_17112023090456.png
https://www.smartautos.co.ke/images/CarPhotos/Large_13bb17ddb0d67649d1af03f6d45b4964_17112023090456.png
https://www.smartautos.co.ke/images/CarPhotos/Large_1934e464232d3dbfe9c8956ed60eb909_17112023090456.png
https://www.smartautos.co.ke/images/CarPhotos/Large_4eddf43622116efdd04a13fab353aed1_17112023090457.png",Blue,2016,Auto,Foreign Used
NISSAN XTRAIL 2017,https://www.smartautos.co.ke/detail/NISSANXTRAIL-18467.html,2700000.00,"Fog Lights, Rear Wiper, Leather Seats, CD Player, Central Locking, Air Conditioning, Power Steering, Power Windows, Electric Seats, ABS, 7 Seater, Air Bags, Alloy Wheels, Electric Mirrors, Front Grill, Leather Interior, Rear Spoiler, Xenon Headlights, Power Mirrors","https://www.smartautos.co.ke/images/CarPhotos/Large_dc8a8e96f4bf80706fd004792a923364_21112023114452.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_69ab4f0767535bfca49dff4dccf5dfd1_21112023114452.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_506a80c3d93969842eee32fdd849fb37_21112023114452.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_649b043cfa38bf0dd5d8ec8980f38585_21112023114452.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_346cb875c4666105536366d3d07f82cd_21112023114452.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_8b8c7348920ec1f7dba8c6dad4a39d98_21112023114452.jpg",Pearl,2017,Auto,Foreign Used
TOYOTA AURIS 2017,https://www.smartautos.co.ke/detail/TOYOTAAURIS-18478.html,2100000.00,"Fog Lights, Rear Wiper, CD Player, Central Locking, Air Conditioning, Power Steering, Power Windows, ABS, Air Bags, Alloy Wheels, Electric Mirrors, Front Grill, Rear Spoiler, Xenon Headlights, Power Mirrors","https://www.smartautos.co.ke/images/CarPhotos/Large_79ece172dc022c73145fc4a2907e7c53_24112023011627.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_fb1025a70c20c77924f894094c77d8f8_24112023011627.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_72a8ec631fecc67a959453955e89f278_24112023011627.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_50679d965e9e195a7109683d13ac7350_24112023011627.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_ce9b18c44b44000716785442a6dbc12c_24112023011627.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_e4982b4de04bf18899765c7edd56e0d1_24112023011627.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_174b18bf7d58bad188431193ff54f539_26022024121219.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_2e98d951a9756c535ae566bf8b90efb6_26022024121219.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_ecb80f7d453d1a10cc498100cccda634_26022024121219.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_0c886dcdc5366c0d42c96f597e6e1d31_26022024121219.jpg",Black,2017,Auto,Foreign Used
TOYOTA FIELDER HYBRID 2018,https://www.smartautos.co.ke/detail/TOYOTAFIELDER HYBRID-18481.html,2000000.00,"CD Player, Central Locking, Air Conditioning, Power Steering, Power Windows, ABS, Air Bags, Electric Mirrors, Front Grill, Power Mirrors","https://www.smartautos.co.ke/images/CarPhotos/Large_dba531543948927e8e653b461f22f019_27112023122406.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_84ef2f2cd50f9960c1beec00c46f6752_27112023122406.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_0bcfa29af7fbfc38e81a05aea2fadcfa_27112023122406.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_718856e30717fccdb6ff3b857120bd4a_27112023122406.jpg",Silver,2018,Auto,Foreign Used
MITSUBISHI PAJERO 2017,https://www.smartautos.co.ke/detail/MITSUBISHIPAJERO-18482.html,5400000.00,"Fog Lights, Rear Wiper, CD Player, Sun Roof, Central Locking, Air Conditioning, Power Steering, Power Windows, Side Steps, ABS, 7 Seater, Air Bags, Alloy Wheels, Electric Mirrors, Front Grill, Rear Spoiler, Xenon Headlights, Power Mirrors","https://www.smartautos.co.ke/images/CarPhotos/Large_e7d763a25dd58bc54aee5b275a1eee4b_27112023122533.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_65b14de91921fec0ca778d4a79f16d39_27112023122533.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_2da7b3c70e7d3a96fec2ad3a0252f44a_27112023122533.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_b737dd7cd7b13658d0a36737e8528ed7_27112023122533.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_e648b69e70d89c80b59e0279b7b3fdd3_27112023122533.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_918a47a40f57e9afeefc330499f375c0_27112023122534.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_5943d8ec118e65f1fa8a2fa267f6a23c_27112023122534.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_fb75e2eccea88beb915215bcd0ff756c_04022024114749.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_65cb7589b995725c33d0966b09a6634f_04022024114749.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_07db56421bef6cb5a05d3a8f97037039_04022024114749.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_577738a724753c1b3d9df0ec1bde0ce0_04022024114749.jpg",Silver,2017,Auto,Foreign Used
NISSAN TEANA 2017,https://www.smartautos.co.ke/detail/NISSANTEANA-18497.html,1900000.00,"Rear Wiper, CD Player, Central Locking, Air Conditioning, Power Steering, Power Windows, ABS, Air Bags, Alloy Wheels, Electric Mirrors, Front Grill, Xenon Headlights, Power Mirrors","https://www.smartautos.co.ke/images/CarPhotos/Large_ea6668c2ad462d121f49895109667e06_06122023104259.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_26dcf48a4525c866b343167c4e13ae81_06122023104259.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_e28309c9b487effb59971384f9bf6b5f_06122023104259.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_58dba5596503444b20bd22a8283c17b9_06122023104259.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_35164eaeca43e71741630b5afd7dc7ca_04022024114447.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_3b3be271d3d12fd446d3e8d9ba9dd061_04022024114447.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_7b703064b2fc113a754b69298b9dca36_04022024114447.jpg",Pearl,2017,Auto,Foreign Used
SUBARU FORESTER 2018,https://www.smartautos.co.ke/detail/SUBARUFORESTER-18498.html,4500000.00,"Rear Wiper, Leather Seats, CD Player, Sun Roof, Central Locking, Air Conditioning, Power Steering, Power Windows, Electric Seats, ABS, Air Bags, Alloy Wheels, Electric Mirrors, Front Grill, Leather Interior, Rear Spoiler, Xenon Headlights, Power Mirrors","https://www.smartautos.co.ke/images/CarPhotos/Large_46870d4e49a965f6089471dee8ae823d_06122023104453.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_b63907fe2bffc2467e4bbc47422a26c4_06122023104452.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_bebb84260777c76dd2f2f197117565fc_06122023104453.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_677e4d3094257aa896ef3b430577b6af_06122023104453.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_2f9852caa971310e2959a06e58e7e420_06122023104453.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_a591aa2ef85ad7aa231d8d10ffc82a25_06122023104453.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_1d6683fafd4b4dbe26580a1b8b921782_06122023104453.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_d376f88bd1d637a74e28374e00dcc66f_26022024115521.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_4329c8c26ab9af263fd3e77b32a2d924_26022024115521.jpg",Black,2018,Auto,Foreign Used
NISSAN LEAF ELECTRIC 2017,https://www.smartautos.co.ke/detail/NISSANLEAF ELECTRIC-18507.html,1800000.00,"CD Player, Central Locking, Air Conditioning, Power Steering, Power Windows, ABS, Air Bags, Electric Mirrors, Front Grill, Power Mirrors","https://www.smartautos.co.ke/images/CarPhotos/Large_da68de07904f74dad58afe0ec1ec57e0_12122023093442.png
https://www.smartautos.co.ke/images/CarPhotos/Large_ba2db8b92381030db4903c1aac3b5b31_12122023093442.png
https://www.smartautos.co.ke/images/CarPhotos/Large_6e249020a12739fe3efa50d92da55518_12122023093442.png
https://www.smartautos.co.ke/images/CarPhotos/Large_513d6fbdaa61e64baa76c9330f6f1a5d_12122023093442.png
https://www.smartautos.co.ke/images/CarPhotos/Large_78982505b528f751349576309b8bb961_12122023093442.png",Sky Blue,2017,Auto,Foreign Used
